,followers,genres,href,id,name,popularity,uri
0,"{'href': None, 'total': 2386591}","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",https://api.spotify.com/v1/artists/2wIVse2owClT7go1WT98tk,2wIVse2owClT7go1WT98tk,Missy Elliott,70,spotify:artist:2wIVse2owClT7go1WT98tk
1,"{'href': None, 'total': 13836642}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4,26dSoYclwsYLMAKD3tpOr4,Britney Spears,80,spotify:artist:26dSoYclwsYLMAKD3tpOr4
2,"{'href': None, 'total': 36504075}","['pop', 'r&b']",https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m,6vWDO969PvNqNYHIOW5v0m,Beyoncé,87,spotify:artist:6vWDO969PvNqNYHIOW5v0m
3,"{'href': None, 'total': 13667356}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/31TPClRtHm23RisEBtV3X7,31TPClRtHm23RisEBtV3X7,Justin Timberlake,82,spotify:artist:31TPClRtHm23RisEBtV3X7
4,"{'href': None, 'total': 2099287}","['pop rap', 'reggae fusion']",https://api.spotify.com/v1/artists/5EvFsr3kj42KNv97ZEnqij,5EvFsr3kj42KNv97ZEnqij,Shaggy,71,spotify:artist:5EvFsr3kj42KNv97ZEnqij
5,"{'href': None, 'total': 10974183}","['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",https://api.spotify.com/v1/artists/23zg3TcAtWQy7J6upgbUnj,23zg3TcAtWQy7J6upgbUnj,USHER,84,spotify:artist:23zg3TcAtWQy7J6upgbUnj
6,"{'href': None, 'total': 5502730}","['dance pop', 'girl group', 'pop']",https://api.spotify.com/v1/artists/6wPhSqRtPu1UhRCDX5yaDJ,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,68,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
7,"{'href': None, 'total': 6932798}","['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/1Y8cdNmUJH7yBTd9yOvr5i,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,71,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i
8,"{'href': None, 'total': 2518660}","['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",https://api.spotify.com/v1/artists/1G9G7WwrXka3Z1r7aIDjI7,1G9G7WwrXka3Z1r7aIDjI7,Outkast,74,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
9,"{'href': None, 'total': 3717288}","['canadian latin', 'canadian pop', 'dance pop', 'pop']",https://api.spotify.com/v1/artists/2jw70GZXlAI8QzWeY2bgRc,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,76,spotify:artist:2jw70GZXlAI8QzWeY2bgRc
10,"{'href': None, 'total': 990733}","['dance pop', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/2Hjj68yyUPiC0HKEOigcEp,2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,58,spotify:artist:2Hjj68yyUPiC0HKEOigcEp
11,"{'href': None, 'total': 1536747}","['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/27FGXRNruFoOdf1vP8dqcH,27FGXRNruFoOdf1vP8dqcH,Cassie,63,spotify:artist:27FGXRNruFoOdf1vP8dqcH
12,"{'href': None, 'total': 2820235}","['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",https://api.spotify.com/v1/artists/0f5nVCcR06GX8Qikz0COtT,0f5nVCcR06GX8Qikz0COtT,Omarion,60,spotify:artist:0f5nVCcR06GX8Qikz0COtT
13,"{'href': None, 'total': 10574655}","['canadian pop', 'candy pop', 'dance pop', 'pop']",https://api.spotify.com/v1/artists/0p4nmQO2msCgU4IF37Wi3j,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,75,spotify:artist:0p4nmQO2msCgU4IF37Wi3j
14,"{'href': None, 'total': 20955897}","['r&b', 'rap']",https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,86,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
15,"{'href': None, 'total': 1121030}","['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/4TKTii6gnOnUXQHyuo9JaD,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,66,spotify:artist:4TKTii6gnOnUXQHyuo9JaD
16,"{'href': None, 'total': 7899344}","['dance pop', 'pop', 'pop rap']",https://api.spotify.com/v1/artists/1yxSLGMDHlW21z4YXirZDS,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,79,spotify:artist:1yxSLGMDHlW21z4YXirZDS
17,"{'href': None, 'total': 1107832}","['neon pop punk', 'pop punk', 'pop rock', 'texas pop punk']",https://api.spotify.com/v1/artists/5ND0mGcL9SKSjWIjPd0xIb,5ND0mGcL9SKSjWIjPd0xIb,Bowling For Soup,60,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb
18,"{'href': None, 'total': 236764}","['boy band', 'neon pop punk', 'pixie']",https://api.spotify.com/v1/artists/01lz5VBfkMFDteSA9pKJuP,01lz5VBfkMFDteSA9pKJuP,The Click Five,47,spotify:artist:01lz5VBfkMFDteSA9pKJuP
19,"{'href': None, 'total': 7418251}","['boy band', 'pop']",https://api.spotify.com/v1/artists/7gOdHgIoIKoe4i9Tta6qdD,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,75,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD
20,"{'href': None, 'total': 84966}","['hip pop', 'trap queen']",https://api.spotify.com/v1/artists/5qK5bOC6wLtuLhG5KvU17c,5qK5bOC6wLtuLhG5KvU17c,Lil Mama,47,spotify:artist:5qK5bOC6wLtuLhG5KvU17c
21,"{'href': None, 'total': 498816}","['eurodance', 'europop', 'german techno', 'melbourne bounce international']",https://api.spotify.com/v1/artists/0N0d3kjwdY2h7UVuTdJGfp,0N0d3kjwdY2h7UVuTdJGfp,Cascada,66,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp
22,"{'href': None, 'total': 11797678}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/07YZf4WDAMNwqr4jfgOZ8y,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,80,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
23,"{'href': None, 'total': 8466390}","['dance pop', 'pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/21E3waRsmPlU7jZsS13rcj,21E3waRsmPlU7jZsS13rcj,Ne-Yo,79,spotify:artist:21E3waRsmPlU7jZsS13rcj
24,"{'href': None, 'total': 23231110}",['pop'],https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,84,spotify:artist:5YGY8feqx7naU7z4HrwZM6
25,"{'href': None, 'total': 1175876}","['neon pop punk', 'pop punk']",https://api.spotify.com/v1/artists/0vWCyXMrrvMlCcepuOJaGI,0vWCyXMrrvMlCcepuOJaGI,BOYS LIKE GIRLS,60,spotify:artist:0vWCyXMrrvMlCcepuOJaGI
26,"{'href': None, 'total': 916205}","['dance pop', 'pop rap', 'post-teen pop']",https://api.spotify.com/v1/artists/5tKXB9uuebKE34yowVaU3C,5tKXB9uuebKE34yowVaU3C,Iyaz,64,spotify:artist:5tKXB9uuebKE34yowVaU3C
27,"{'href': None, 'total': 7641797}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/6LqNN22kT3074XbTVUrhzX,6LqNN22kT3074XbTVUrhzX,Kesha,77,spotify:artist:6LqNN22kT3074XbTVUrhzX
28,"{'href': None, 'total': 73734635}","['canadian pop', 'pop']",https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,89,spotify:artist:1uNFoZAHBGtllmzznpCI3s
29,"{'href': None, 'total': 1294117}","['escape room', 'indietronica', 'new rave']",https://api.spotify.com/v1/artists/0QJIPDAEDILuo8AIq3pMuU,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,66,spotify:artist:0QJIPDAEDILuo8AIq3pMuU
30,"{'href': None, 'total': 7155091}","['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",https://api.spotify.com/v1/artists/0C0XlULifJtAgn6ZNCW2eu,0C0XlULifJtAgn6ZNCW2eu,The Killers,77,spotify:artist:0C0XlULifJtAgn6ZNCW2eu
31,"{'href': None, 'total': 7976849}","['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",https://api.spotify.com/v1/artists/6FBDaR13swtiWwGhX1WQsP,6FBDaR13swtiWwGhX1WQsP,blink-182,78,spotify:artist:6FBDaR13swtiWwGhX1WQsP
32,"{'href': None, 'total': 2574882}","['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/3vAaWhdBR38Q02ohXqaNHT,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,66,spotify:artist:3vAaWhdBR38Q02ohXqaNHT
33,"{'href': None, 'total': 609305}","['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",https://api.spotify.com/v1/artists/5ILrArfIV0tMURcHJN8Q07,5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,63,spotify:artist:5ILrArfIV0tMURcHJN8Q07
34,"{'href': None, 'total': 65045}",[],https://api.spotify.com/v1/artists/7vWBZm3sQ8yQvfV4nXxHXK,7vWBZm3sQ8yQvfV4nXxHXK,Cris Cab,40,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK
35,"{'href': None, 'total': 26015173}","['pop', 'post-teen pop']",https://api.spotify.com/v1/artists/6S2OmqARrzebs0tKUEyXyp,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,77,spotify:artist:6S2OmqARrzebs0tKUEyXyp
36,"{'href': None, 'total': 1252446}","['neon pop punk', 'piano rock', 'pop punk']",https://api.spotify.com/v1/artists/3ao3jf5d70Tf4fPh2bnXVl,3ao3jf5d70Tf4fPh2bnXVl,We The Kings,58,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl
37,"{'href': None, 'total': 1076572}","['album rock', 'glam metal', 'hard rock', 'soft rock']",https://api.spotify.com/v1/artists/26bcq2nyj5GB7uRr558iQg,26bcq2nyj5GB7uRr558iQg,Survivor,67,spotify:artist:26bcq2nyj5GB7uRr558iQg
38,"{'href': None, 'total': 31356}",['scorecore'],https://api.spotify.com/v1/artists/7zdmbPudNX4SQJXnYIuCTC,7zdmbPudNX4SQJXnYIuCTC,Daniel Tidwell,37,spotify:artist:7zdmbPudNX4SQJXnYIuCTC
39,"{'href': None, 'total': 7915}",[],https://api.spotify.com/v1/artists/6BKWwLs98ZY3ifhCDNGvLk,6BKWwLs98ZY3ifhCDNGvLk,Kaleptik,26,spotify:artist:6BKWwLs98ZY3ifhCDNGvLk
40,"{'href': None, 'total': 5450}",['british soundtrack'],https://api.spotify.com/v1/artists/6Gp8BbKAqPO3R0UAYkm8J0,6Gp8BbKAqPO3R0UAYkm8J0,Ben Foster,28,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0
41,"{'href': None, 'total': 253996}","['broadway', 'show tunes', 'vocal jazz']",https://api.spotify.com/v1/artists/3cR4rhS2hBWqI7rJEBacvN,3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,70,spotify:artist:3cR4rhS2hBWqI7rJEBacvN
42,"{'href': None, 'total': 47727}",['show tunes'],https://api.spotify.com/v1/artists/6sLwRSXSUF5JTUnQaFenyj,6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,65,spotify:artist:6sLwRSXSUF5JTUnQaFenyj
43,"{'href': None, 'total': 623715}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/4aXXDj9aZnlshx7mzj3W1N,4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,72,spotify:artist:4aXXDj9aZnlshx7mzj3W1N
44,"{'href': None, 'total': 13986731}","['album rock', 'classic rock', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/36QJpDe2go2KgaRleHCDTp,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,75,spotify:artist:36QJpDe2go2KgaRleHCDTp
45,"{'href': None, 'total': 1067882}","['alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/4e5V1Q2dKCzbLVMQ8qbTn6,4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul,60,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6
46,"{'href': None, 'total': 2103953}","['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",https://api.spotify.com/v1/artists/2NPduAUeLVsfIauhRwuft1,2NPduAUeLVsfIauhRwuft1,Nightwish,64,spotify:artist:2NPduAUeLVsfIauhRwuft1
47,"{'href': None, 'total': 1793236}","['british soul', 'new wave pop']",https://api.spotify.com/v1/artists/5GtMEZEeFFsuHY8ad4kOxv,5GtMEZEeFFsuHY8ad4kOxv,Seal,63,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv
48,"{'href': None, 'total': 13633414}","['album rock', 'british invasion', 'classic rock', 'rock']",https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,79,spotify:artist:22bE4uQ6baNwSHPVcDxLCe
49,"{'href': None, 'total': 4975511}","['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",https://api.spotify.com/v1/artists/4MVyzYMgTwdP7Z49wAZHx0,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,72,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0
50,"{'href': None, 'total': 2650910}","['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",https://api.spotify.com/v1/artists/29kkCKKGXheHuoO829FxWK,29kkCKKGXheHuoO829FxWK,Boston,65,spotify:artist:29kkCKKGXheHuoO829FxWK
51,"{'href': None, 'total': 2825872}","['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF,0PFtn5NtBbbUNbU9EAmIWF,TOTO,73,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF
52,"{'href': None, 'total': 1503511}","['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",https://api.spotify.com/v1/artists/2hl0xAkS2AIRAu23TVMBG1,2hl0xAkS2AIRAu23TVMBG1,Kansas,65,spotify:artist:2hl0xAkS2AIRAu23TVMBG1
53,"{'href': None, 'total': 48914890}","['classic rock', 'glam rock', 'rock']",https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d,1dfeR4HaWDbWqFHLkxsg1d,Queen,84,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
54,"{'href': None, 'total': 30062690}","['glam metal', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,79,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC
55,"{'href': None, 'total': 6338457}","['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,80,spotify:artist:3IYUhFvPQItj6xySrBmZkd
56,"{'href': None, 'total': 6882561}","['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,Scorpions,71,spotify:artist:27T030eWyCQRmDyuvr1kxY
57,"{'href': None, 'total': 2237408}","['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",https://api.spotify.com/v1/artists/2Hkut4rAAyrQxRdof7FVJq,2Hkut4rAAyrQxRdof7FVJq,Rush,65,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
58,"{'href': None, 'total': 384897}",['korean r&b'],https://api.spotify.com/v1/artists/7lXgbtBDcCRbfc5f8FhGUL,7lXgbtBDcCRbfc5f8FhGUL,Hoody,52,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL
59,"{'href': None, 'total': 427915}","['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm,2e4G04F77jxVuDYo44TCSm,Loco,58,spotify:artist:2e4G04F77jxVuDYo44TCSm
60,"{'href': None, 'total': 65661}",['korean pop'],https://api.spotify.com/v1/artists/0hT0UrjmzkLJouAT52ck6j,0hT0UrjmzkLJouAT52ck6j,Park Kyung,35,spotify:artist:0hT0UrjmzkLJouAT52ck6j
61,"{'href': None, 'total': 71593234}","['k-pop', 'k-pop boy group', 'pop']",https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX
62,"{'href': None, 'total': 435232}","['k-pop', 'k-pop girl group']",https://api.spotify.com/v1/artists/3g34PW5oNmDBxMVUTzx2XK,3g34PW5oNmDBxMVUTzx2XK,Lovelyz,40,spotify:artist:3g34PW5oNmDBxMVUTzx2XK
63,"{'href': None, 'total': 1686473}",['k-pop'],https://api.spotify.com/v1/artists/7cVZApDoQZpS447nHTsNqu,7cVZApDoQZpS447nHTsNqu,LeeHi,65,spotify:artist:7cVZApDoQZpS447nHTsNqu
64,"{'href': None, 'total': 1121931}",['k-pop'],https://api.spotify.com/v1/artists/3uGFTJ7JMllvhgGpumieHF,3uGFTJ7JMllvhgGpumieHF,AILEE,57,spotify:artist:3uGFTJ7JMllvhgGpumieHF
65,"{'href': None, 'total': 34511}",['k-pop'],https://api.spotify.com/v1/artists/1ukccHTdm6Xjmag0QLNJBx,1ukccHTdm6Xjmag0QLNJBx,Miso,13,spotify:artist:1ukccHTdm6Xjmag0QLNJBx
66,"{'href': None, 'total': 593988}","['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby,5HenzRvMtSrgtvU16XAoby,Zion.T,56,spotify:artist:5HenzRvMtSrgtvU16XAoby
67,"{'href': None, 'total': 1910348}",['k-pop'],https://api.spotify.com/v1/artists/2JhAlkmukNvarUpGhTFXUQ,2JhAlkmukNvarUpGhTFXUQ,KARD,56,spotify:artist:2JhAlkmukNvarUpGhTFXUQ
68,"{'href': None, 'total': 2}",[],https://api.spotify.com/v1/artists/5kPedB70NoaucwCvU7awih,5kPedB70NoaucwCvU7awih,Artist Page Redirect Cleanup 2023,0,spotify:artist:5kPedB70NoaucwCvU7awih
69,"{'href': None, 'total': 2040700}","['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI,4XDi67ZENZcbfKnvMnTYsI,Jay Park,64,spotify:artist:4XDi67ZENZcbfKnvMnTYsI
70,"{'href': None, 'total': 1342991}","['k-pop', 'korean r&b']",https://api.spotify.com/v1/artists/4XpUIb8uuNlIWVKmgKZXC0,4XpUIb8uuNlIWVKmgKZXC0,ZICO,59,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0
71,"{'href': None, 'total': 47746120}","['k-pop', 'k-pop girl group', 'pop']",https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,81,spotify:artist:41MozSoPIsD1dJM0CLPjZF
72,"{'href': None, 'total': 350037}","['k-pop', 'korean pop', 'korean singer-songwriter']",https://api.spotify.com/v1/artists/1sVSMPPNMMSZ7cQNfbvMOe,1sVSMPPNMMSZ7cQNfbvMOe,Eddy Kim,45,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe
73,"{'href': None, 'total': 214770}",['korean pop'],https://api.spotify.com/v1/artists/6zhAP0FoDccL9kuETOC20q,6zhAP0FoDccL9kuETOC20q,Jung Yong Hwa,43,spotify:artist:6zhAP0FoDccL9kuETOC20q
74,"{'href': None, 'total': 698252}","['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/6dCz3spfpIvqqqsIoP6wXi,6dCz3spfpIvqqqsIoP6wXi,CNBLUE,49,spotify:artist:6dCz3spfpIvqqqsIoP6wXi
75,"{'href': None, 'total': 1209744}","['k-pop', 'k-pop girl group']",https://api.spotify.com/v1/artists/2uWcrwgWmZcQc3IPBs3tfU,2uWcrwgWmZcQc3IPBs3tfU,Apink,52,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU
76,"{'href': None, 'total': 472758}",['k-pop'],https://api.spotify.com/v1/artists/4U80LJd8sG6U9YTFP5izka,4U80LJd8sG6U9YTFP5izka,Suzy,51,spotify:artist:4U80LJd8sG6U9YTFP5izka
77,"{'href': None, 'total': 2659890}",['k-pop'],https://api.spotify.com/v1/artists/4ufh0WuMZh6y4Dmdnklvdl,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,64,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl
78,"{'href': None, 'total': 17220602}","['j-division', 'korean ost']",https://api.spotify.com/v1/artists/3JsHnjpbhX4SnySpvpa9DK,3JsHnjpbhX4SnySpvpa9DK,V,81,spotify:artist:3JsHnjpbhX4SnySpvpa9DK
79,"{'href': None, 'total': 4849875}","['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/4Kxlr1PRlDKEB0ekOCyHgX,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,64,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX
80,"{'href': None, 'total': 2838060}","['k-pop', 'k-rap']",https://api.spotify.com/v1/artists/30b9WulBM8sFuBo17nNq9c,30b9WulBM8sFuBo17nNq9c,G-DRAGON,58,spotify:artist:30b9WulBM8sFuBo17nNq9c
81,"{'href': None, 'total': 1330641}","['k-pop', 'korean r&b']",https://api.spotify.com/v1/artists/6udveWUgX4vu75FF0DTrXV,6udveWUgX4vu75FF0DTrXV,TAEYANG,63,spotify:artist:6udveWUgX4vu75FF0DTrXV
82,"{'href': None, 'total': 1593215}",['k-pop'],https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv,6OwKE9Ez6ALxpTaKcT5ayv,AKMU,62,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv
83,"{'href': None, 'total': 9378260}","['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/3cjEqqelV9zb4BYE3qDQ4O,3cjEqqelV9zb4BYE3qDQ4O,EXO,70,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O
84,"{'href': None, 'total': 2285633}",['k-pop'],https://api.spotify.com/v1/artists/3UwlejyX2b458azZ7eCnHb,3UwlejyX2b458azZ7eCnHb,HyunA,51,spotify:artist:3UwlejyX2b458azZ7eCnHb
85,"{'href': None, 'total': 19426}",[],https://api.spotify.com/v1/artists/05uheFGPahVh2nHIZK1KuB,05uheFGPahVh2nHIZK1KuB,Jenyer,13,spotify:artist:05uheFGPahVh2nHIZK1KuB
86,"{'href': None, 'total': 134079}",['k-pop'],https://api.spotify.com/v1/artists/6LPOT9C3gvGQHxlZtMLHHg,6LPOT9C3gvGQHxlZtMLHHg,YEZI,27,spotify:artist:6LPOT9C3gvGQHxlZtMLHHg
87,"{'href': None, 'total': 273515}",['k-pop'],https://api.spotify.com/v1/artists/0bxSJJ7V2M4Zb9lpRzWPD8,0bxSJJ7V2M4Zb9lpRzWPD8,SHIN JIMIN,24,spotify:artist:0bxSJJ7V2M4Zb9lpRzWPD8
88,"{'href': None, 'total': 370496}","['classical', 'french romanticism', 'late romantic era']",https://api.spotify.com/v1/artists/436sYg6CZhNefQJogaXeK0,436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,65,spotify:artist:436sYg6CZhNefQJogaXeK0
89,"{'href': None, 'total': 447731}","['indie garage rock', 'indie pop', 'indie surf']",https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq,32zeX1IoVKAGWMyy1isKUq,No Vacation,56,spotify:artist:32zeX1IoVKAGWMyy1isKUq
90,"{'href': None, 'total': 256624}",['bedroom pop'],https://api.spotify.com/v1/artists/5BCnLrqpwYtufR1bDWn0hG,5BCnLrqpwYtufR1bDWn0hG,Banes World,47,spotify:artist:5BCnLrqpwYtufR1bDWn0hG
91,"{'href': None, 'total': 44584}",['queercore'],https://api.spotify.com/v1/artists/5712BvYQ5m5Wcah576OFH4,5712BvYQ5m5Wcah576OFH4,PWR BTTM,30,spotify:artist:5712BvYQ5m5Wcah576OFH4
92,"{'href': None, 'total': 3298083}","['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",https://api.spotify.com/v1/artists/4bthk9UfsYUYdcFyqxmSUU,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,74,spotify:artist:4bthk9UfsYUYdcFyqxmSUU
93,"{'href': None, 'total': 819}",[],https://api.spotify.com/v1/artists/3g3ew6TtLErig0QaTcSaPt,3g3ew6TtLErig0QaTcSaPt,Natureboy,0,spotify:artist:3g3ew6TtLErig0QaTcSaPt
94,"{'href': None, 'total': 279266}",['pov: indie'],https://api.spotify.com/v1/artists/4jCIAMb0zEArF3GYEYzoDk,4jCIAMb0zEArF3GYEYzoDk,Joy Again,61,spotify:artist:4jCIAMb0zEArF3GYEYzoDk
95,"{'href': None, 'total': 100426}","['hypnagogic pop', 'indie garage rock']",https://api.spotify.com/v1/artists/5M0HAqHXyOh3q7WQnvce8o,5M0HAqHXyOh3q7WQnvce8o,Part Time,45,spotify:artist:5M0HAqHXyOh3q7WQnvce8o
96,"{'href': None, 'total': 816821}",['uk alternative pop'],https://api.spotify.com/v1/artists/4wyNyxs74Ux8UIDopNjIai,4wyNyxs74Ux8UIDopNjIai,King Krule,59,spotify:artist:4wyNyxs74Ux8UIDopNjIai
97,"{'href': None, 'total': 70285}","['australian indie', 'australian indie rock']",https://api.spotify.com/v1/artists/5gcDZA9xXCOspWgQilUYIu,5gcDZA9xXCOspWgQilUYIu,The Preatures,39,spotify:artist:5gcDZA9xXCOspWgQilUYIu
98,"{'href': None, 'total': 358281}","['brooklyn indie', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern dream pop', 'neo-psychedelic', 'nu gaze', 'shoegaze']",https://api.spotify.com/v1/artists/4OrizGCKhOrW6iDDJHN9xd,4OrizGCKhOrW6iDDJHN9xd,DIIV,50,spotify:artist:4OrizGCKhOrW6iDDJHN9xd
99,"{'href': None, 'total': 1144}",[],https://api.spotify.com/v1/artists/5QP6YlOw9QlFgb6pRG6euk,5QP6YlOw9QlFgb6pRG6euk,Gazebos,1,spotify:artist:5QP6YlOw9QlFgb6pRG6euk
100,"{'href': None, 'total': 49420}","['bubblegrunge', 'indie punk', 'indie surf', 'power-pop punk', 'riot grrrl', 'seattle indie']",https://api.spotify.com/v1/artists/3h0MN1neFknEvlYKxFmSQW,3h0MN1neFknEvlYKxFmSQW,Tacocat,31,spotify:artist:3h0MN1neFknEvlYKxFmSQW
