,followers,genres,href,id,name,popularity,uri
3591,"{'href': None, 'total': 180454}",['reggaeton'],https://api.spotify.com/v1/artists/3HPOnbuwLP2qlwWQ7cgxYW,3HPOnbuwLP2qlwWQ7cgxYW,Xantos,47,spotify:artist:3HPOnbuwLP2qlwWQ7cgxYW
3592,"{'href': None, 'total': 5270651}","['reggaeton', 'urbano latino']",https://api.spotify.com/v1/artists/6XFITTl7cFTdopDY3lUdlY,6XFITTl7cFTdopDY3lUdlY,J Alvarez,68,spotify:artist:6XFITTl7cFTdopDY3lUdlY
3593,"{'href': None, 'total': 50895}",['electro latino'],https://api.spotify.com/v1/artists/1a2HwAlOE2wUPmNisvZxSw,1a2HwAlOE2wUPmNisvZxSw,Big Yamo,55,spotify:artist:1a2HwAlOE2wUPmNisvZxSw
3594,"{'href': None, 'total': 164688}","['reggaeton', 'reggaeton colombiano']",https://api.spotify.com/v1/artists/3ptY5WTxu77JpAQQnHyxEl,3ptY5WTxu77JpAQQnHyxEl,Yandar & Yostin,62,spotify:artist:3ptY5WTxu77JpAQQnHyxEl
3595,"{'href': None, 'total': 4516884}","['colombian pop', 'vallenato', 'vallenato moderno']",https://api.spotify.com/v1/artists/3OcvS8PzSGYMBvLdzY6g3e,3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,66,spotify:artist:3OcvS8PzSGYMBvLdzY6g3e
3596,"{'href': None, 'total': 152113}","['electro latino', 'reggaeton', 'spanish pop']",https://api.spotify.com/v1/artists/4mnY9Vvz3GXQIyHljvWnY1,4mnY9Vvz3GXQIyHljvWnY1,Henry Mendez,48,spotify:artist:4mnY9Vvz3GXQIyHljvWnY1
3597,"{'href': None, 'total': 5282104}","['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/5H1nN1SzW0qNeUEZvuXjAj,5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,76,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj
3598,"{'href': None, 'total': 646719}","['colombian pop', 'latin pop', 'reggaeton colombiano']",https://api.spotify.com/v1/artists/3W4lVkySjtIvd67UUg0F3i,3W4lVkySjtIvd67UUg0F3i,Cabas,52,spotify:artist:3W4lVkySjtIvd67UUg0F3i
3599,"{'href': None, 'total': 7813}",[],https://api.spotify.com/v1/artists/0Q7ezBXgkKjIvdbtDLL3R6,0Q7ezBXgkKjIvdbtDLL3R6,Fainal,45,spotify:artist:0Q7ezBXgkKjIvdbtDLL3R6
3600,"{'href': None, 'total': 84426}","['dembow', 'rap dominicano', 'rap latina']",https://api.spotify.com/v1/artists/4FMqE1IWlhufYw1x2zlKG6,4FMqE1IWlhufYw1x2zlKG6,La Materialista,42,spotify:artist:4FMqE1IWlhufYw1x2zlKG6
3601,"{'href': None, 'total': 3252}",[],https://api.spotify.com/v1/artists/0wAjDqsI21R32QgwufgpiH,0wAjDqsI21R32QgwufgpiH,Cherito,14,spotify:artist:0wAjDqsI21R32QgwufgpiH
3602,"{'href': None, 'total': 245945}",['latin house'],https://api.spotify.com/v1/artists/44Qx9J57sKKNFIASxM4dWh,44Qx9J57sKKNFIASxM4dWh,Tacabro,45,spotify:artist:44Qx9J57sKKNFIASxM4dWh
3603,"{'href': None, 'total': 16663}",['dembow'],https://api.spotify.com/v1/artists/7Mj6zJyAtVisnooOp1hlWF,7Mj6zJyAtVisnooOp1hlWF,Wilo D New,38,spotify:artist:7Mj6zJyAtVisnooOp1hlWF
3604,"{'href': None, 'total': 47645}","['bluegrass', 'instrumental bluegrass', 'jig and reel', 'progressive bluegrass']",https://api.spotify.com/v1/artists/4YgACLaoEjPl4kVZ5WmBN9,4YgACLaoEjPl4kVZ5WmBN9,Jerry Douglas,49,spotify:artist:4YgACLaoEjPl4kVZ5WmBN9
3605,"{'href': None, 'total': 7751}",['hel'],https://api.spotify.com/v1/artists/6J2F6rTcNCJtktosxTxNw7,6J2F6rTcNCJtktosxTxNw7,Jessica Sutta,18,spotify:artist:6J2F6rTcNCJtktosxTxNw7
3606,"{'href': None, 'total': 70688}",['alternative r&b'],https://api.spotify.com/v1/artists/0N41KJ4H6bkPAm2tx7VS8C,0N41KJ4H6bkPAm2tx7VS8C,Anna Wise,54,spotify:artist:0N41KJ4H6bkPAm2tx7VS8C
3607,"{'href': None, 'total': 2301792}","['dance pop', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/2S9W9aSAd7e5mp8WqWxN2h,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,54,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h
3608,"{'href': None, 'total': 357004}","['abstract hip hop', 'comic', 'indie pop rap', 'nerdcore']",https://api.spotify.com/v1/artists/3mJ9GlkLzj8Ka7Z7EQaCMi,3mJ9GlkLzj8Ka7Z7EQaCMi,Watsky,49,spotify:artist:3mJ9GlkLzj8Ka7Z7EQaCMi
3609,"{'href': None, 'total': 996}",[],https://api.spotify.com/v1/artists/25UzUBawTt2efMKKYNE4Qy,25UzUBawTt2efMKKYNE4Qy,Emma Carn,29,spotify:artist:25UzUBawTt2efMKKYNE4Qy
3610,"{'href': None, 'total': 1470}",[],https://api.spotify.com/v1/artists/4b6MfdngjVJXG3kCeovaLf,4b6MfdngjVJXG3kCeovaLf,Super Groupie,6,spotify:artist:4b6MfdngjVJXG3kCeovaLf
3611,"{'href': None, 'total': 148557}","['north carolina hip hop', 'pop r&b', 'trap']",https://api.spotify.com/v1/artists/1yZwlOVsfrp4wb6d29KkGM,1yZwlOVsfrp4wb6d29KkGM,DJ Luke Nasty,42,spotify:artist:1yZwlOVsfrp4wb6d29KkGM
3612,"{'href': None, 'total': 241679}","['french indie pop', 'french rock']",https://api.spotify.com/v1/artists/50OApTJurDusIo9dGTqSU4,50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick,62,spotify:artist:50OApTJurDusIo9dGTqSU4
3613,"{'href': None, 'total': 54342}",['electropop'],https://api.spotify.com/v1/artists/6ABaV7mB6WIZKgfEEtWCf8,6ABaV7mB6WIZKgfEEtWCf8,Lolawolf,30,spotify:artist:6ABaV7mB6WIZKgfEEtWCf8
3614,"{'href': None, 'total': 507720}","['golden age hip hop', 'miami bass', 'miami hip hop', 'old school hip hop']",https://api.spotify.com/v1/artists/58Dx4HPzeOO3dbpD9YYEes,58Dx4HPzeOO3dbpD9YYEes,2 LIVE CREW,45,spotify:artist:58Dx4HPzeOO3dbpD9YYEes
3615,"{'href': None, 'total': 559020}","['brostep', 'classic dubstep', 'dubstep', 'edm', 'electro house']",https://api.spotify.com/v1/artists/7u160I5qtBYZTQMLEIJmyz,7u160I5qtBYZTQMLEIJmyz,Borgore,48,spotify:artist:7u160I5qtBYZTQMLEIJmyz
3616,"{'href': None, 'total': 938977}","['canadian contemporary r&b', 'canadian hip hop']",https://api.spotify.com/v1/artists/4HzKw8XcD0piJmDrrPRCYk,4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,67,spotify:artist:4HzKw8XcD0piJmDrrPRCYk
3617,"{'href': None, 'total': 954247}","['dance pop', 'post-teen pop']",https://api.spotify.com/v1/artists/4hqDqHtBlgxXpLXVYf7c8L,4hqDqHtBlgxXpLXVYf7c8L,Ashlee Simpson,47,spotify:artist:4hqDqHtBlgxXpLXVYf7c8L
3618,"{'href': None, 'total': 1562978}","['dance pop', 'idol', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/6prmLEyn4LfHlD9NnXWlf7,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,59,spotify:artist:6prmLEyn4LfHlD9NnXWlf7
3619,"{'href': None, 'total': 1171700}",['k-pop'],https://api.spotify.com/v1/artists/0tzSBCPJZmHTdOA3ZV2mN3,0tzSBCPJZmHTdOA3ZV2mN3,CL,56,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3
3620,"{'href': None, 'total': 30616}","['neo-psychedelic', 'vapor soul']",https://api.spotify.com/v1/artists/1AdQnmF6taa106PwtUBK6O,1AdQnmF6taa106PwtUBK6O,Club Kuru,31,spotify:artist:1AdQnmF6taa106PwtUBK6O
3621,"{'href': None, 'total': 1372}",[],https://api.spotify.com/v1/artists/1X2jtj4eWSgcN5PzBCftT7,1X2jtj4eWSgcN5PzBCftT7,Lil B,31,spotify:artist:1X2jtj4eWSgcN5PzBCftT7
3622,"{'href': None, 'total': 252269}","['chillwave', 'wonky']",https://api.spotify.com/v1/artists/1iqXhsjGeWi2Gje5q0mFYb,1iqXhsjGeWi2Gje5q0mFYb,xxyyxx,37,spotify:artist:1iqXhsjGeWi2Gje5q0mFYb
3623,"{'href': None, 'total': 223}",[],https://api.spotify.com/v1/artists/3OchAMbTwaatqfFMtisj7y,3OchAMbTwaatqfFMtisj7y,0scill8or,5,spotify:artist:3OchAMbTwaatqfFMtisj7y
3624,"{'href': None, 'total': 145293}","['albanian hip hop', 'albanian pop', 'kosovan pop']",https://api.spotify.com/v1/artists/4poL7YCSkG7kMnWjAdDU91,4poL7YCSkG7kMnWjAdDU91,Era Istrefi,53,spotify:artist:4poL7YCSkG7kMnWjAdDU91
3625,"{'href': None, 'total': 129060}",[],https://api.spotify.com/v1/artists/15jrieCvf3EklAScnD9kKl,15jrieCvf3EklAScnD9kKl,Sak Noel,50,spotify:artist:15jrieCvf3EklAScnD9kKl
3626,"{'href': None, 'total': 52501}",['moombahton'],https://api.spotify.com/v1/artists/1lEBJGJgdoevi1Clv9CqLT,1lEBJGJgdoevi1Clv9CqLT,Branko,41,spotify:artist:1lEBJGJgdoevi1Clv9CqLT
3627,"{'href': None, 'total': 256784}","['australian dance', 'australian indie', 'downtempo', 'escape room']",https://api.spotify.com/v1/artists/3fmMaLC5jjf2N4EC2kTx0u,3fmMaLC5jjf2N4EC2kTx0u,Hermitude,50,spotify:artist:3fmMaLC5jjf2N4EC2kTx0u
3628,"{'href': None, 'total': 284125}",['reggae rock'],https://api.spotify.com/v1/artists/3XXrhkZKSGd3CUJQFnx5tQ,3XXrhkZKSGd3CUJQFnx5tQ,Sublime With Rome,49,spotify:artist:3XXrhkZKSGd3CUJQFnx5tQ
3629,"{'href': None, 'total': 262619}","['chill r&b', 'singer-songwriter pop']",https://api.spotify.com/v1/artists/00OF0nwYaoBSO3AnPVq3vE,00OF0nwYaoBSO3AnPVq3vE,Johnny Stimson,55,spotify:artist:00OF0nwYaoBSO3AnPVq3vE
3630,"{'href': None, 'total': 7401}",['rva indie'],https://api.spotify.com/v1/artists/0vIFLqYvyNzfBjzyo6J0Pv,0vIFLqYvyNzfBjzyo6J0Pv,Sleepwalkers,19,spotify:artist:0vIFLqYvyNzfBjzyo6J0Pv
3631,"{'href': None, 'total': 3070}",['la indie'],https://api.spotify.com/v1/artists/13UMQ6QatG94hh1IvKBjjS,13UMQ6QatG94hh1IvKBjjS,VOKES,0,spotify:artist:13UMQ6QatG94hh1IvKBjjS
3632,"{'href': None, 'total': 385}",[],https://api.spotify.com/v1/artists/6UvZmoie3LdVa5TNi939Fd,6UvZmoie3LdVa5TNi939Fd,Think Twice with David Ryshpan,0,spotify:artist:6UvZmoie3LdVa5TNi939Fd
3633,"{'href': None, 'total': 19462}","['funk rock', 'livetronica']",https://api.spotify.com/v1/artists/3ubv8WIA649ar6dwEH6ATm,3ubv8WIA649ar6dwEH6ATm,Exmag,27,spotify:artist:3ubv8WIA649ar6dwEH6ATm
3634,"{'href': None, 'total': 138854}",['trap queen'],https://api.spotify.com/v1/artists/4jk4lxjwNCDVIwHyCrUmlk,4jk4lxjwNCDVIwHyCrUmlk,Mariahlynn,31,spotify:artist:4jk4lxjwNCDVIwHyCrUmlk
3635,"{'href': None, 'total': 2249}",[],https://api.spotify.com/v1/artists/0w7R0CZTOtmtpbClY0Vq6k,0w7R0CZTOtmtpbClY0Vq6k,Klaus Kuehn,8,spotify:artist:0w7R0CZTOtmtpbClY0Vq6k
3636,"{'href': None, 'total': 3888}","['instrumental worship', 'piano worship']",https://api.spotify.com/v1/artists/1JIAVlXIuqqarZIT5vt5NQ,1JIAVlXIuqqarZIT5vt5NQ,Terri Geisel,32,spotify:artist:1JIAVlXIuqqarZIT5vt5NQ
3637,"{'href': None, 'total': 1496}",['instrumental worship'],https://api.spotify.com/v1/artists/0DnJS8sp2GnbeCnIak9M8I,0DnJS8sp2GnbeCnIak9M8I,Kim Costanza,21,spotify:artist:0DnJS8sp2GnbeCnIak9M8I
3638,"{'href': None, 'total': 5423}",['lullaby'],https://api.spotify.com/v1/artists/4OGJOCR3m1HC87JGx8cuEQ,4OGJOCR3m1HC87JGx8cuEQ,Lullaby Land,50,spotify:artist:4OGJOCR3m1HC87JGx8cuEQ
3639,"{'href': None, 'total': 21343}","['christmas instrumental', 'classify', 'coverchill', 'instrumental worship', 'relaxative']",https://api.spotify.com/v1/artists/0cylxW7HGdK9xMdubw2oYW,0cylxW7HGdK9xMdubw2oYW,The O'Neill Brothers Group,57,spotify:artist:0cylxW7HGdK9xMdubw2oYW
3640,"{'href': None, 'total': 45107}",[],https://api.spotify.com/v1/artists/07MOqUaJ2WqGGHQlpcz9H3,07MOqUaJ2WqGGHQlpcz9H3,Praise and Worship,40,spotify:artist:07MOqUaJ2WqGGHQlpcz9H3
3641,"{'href': None, 'total': 26}","['pianissimo', 'piano worship']",https://api.spotify.com/v1/artists/1TwYFIkuvKwm21CCns3fY2,1TwYFIkuvKwm21CCns3fY2,Worship Music Piano,47,spotify:artist:1TwYFIkuvKwm21CCns3fY2
3642,"{'href': None, 'total': 3817}","['classify', 'instrumental worship']",https://api.spotify.com/v1/artists/7MGlZPaZPKJJFUbp8wToNb,7MGlZPaZPKJJFUbp8wToNb,Steven C,47,spotify:artist:7MGlZPaZPKJJFUbp8wToNb
3643,"{'href': None, 'total': 699}",[],https://api.spotify.com/v1/artists/4TVLNqjrnppNF8sAwGs83O,4TVLNqjrnppNF8sAwGs83O,Christopher M. Georges,12,spotify:artist:4TVLNqjrnppNF8sAwGs83O
3644,"{'href': None, 'total': 449207}","['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",https://api.spotify.com/v1/artists/2akNRvGNB400IDDUMr1PHW,2akNRvGNB400IDDUMr1PHW,Steffany Gretzinger,58,spotify:artist:2akNRvGNB400IDDUMr1PHW
3645,"{'href': None, 'total': 319628}","['contemporary country', 'country road']",https://api.spotify.com/v1/artists/03a5eVjzFyQlR4XyVSwt4t,03a5eVjzFyQlR4XyVSwt4t,Love and Theft,41,spotify:artist:03a5eVjzFyQlR4XyVSwt4t
3646,"{'href': None, 'total': 241038}",['black comedy'],https://api.spotify.com/v1/artists/3rHl3rSgCnHhOlVB87ZxyF,3rHl3rSgCnHhOlVB87ZxyF,Kevin Hart,37,spotify:artist:3rHl3rSgCnHhOlVB87ZxyF
3647,"{'href': None, 'total': 980366}","['east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']",https://api.spotify.com/v1/artists/1Z8ODXyhEBi3WynYw0Rya6,1Z8ODXyhEBi3WynYw0Rya6,De La Soul,60,spotify:artist:1Z8ODXyhEBi3WynYw0Rya6
3648,"{'href': None, 'total': 48662}",['nyc rap'],https://api.spotify.com/v1/artists/15GGbJKqC6w0VYyAJtjej6,15GGbJKqC6w0VYyAJtjej6,Fatman Scoop,58,spotify:artist:15GGbJKqC6w0VYyAJtjej6
3649,"{'href': None, 'total': 19072}",['jersey club'],https://api.spotify.com/v1/artists/4YNeMA58IPpXjOOUO43kjG,4YNeMA58IPpXjOOUO43kjG,Ziggy,31,spotify:artist:4YNeMA58IPpXjOOUO43kjG
3650,"{'href': None, 'total': 20946}","['atl trap', 'queens hip hop']",https://api.spotify.com/v1/artists/1Sz0VZ2PxcZPD2qRIX9GSK,1Sz0VZ2PxcZPD2qRIX9GSK,LouGotCash,41,spotify:artist:1Sz0VZ2PxcZPD2qRIX9GSK
3651,"{'href': None, 'total': 678722}","['melodic rap', 'plugg']",https://api.spotify.com/v1/artists/7GuUYiGZOzQwq4L6gAfy1T,7GuUYiGZOzQwq4L6gAfy1T,SahBabii,52,spotify:artist:7GuUYiGZOzQwq4L6gAfy1T
3652,"{'href': None, 'total': 26419}",['jersey club'],https://api.spotify.com/v1/artists/0IYk6BQrE0HkCOkdITNEUi,0IYk6BQrE0HkCOkdITNEUi,DJ LILMAN,34,spotify:artist:0IYk6BQrE0HkCOkdITNEUi
3653,"{'href': None, 'total': 17157}",['jersey club'],https://api.spotify.com/v1/artists/5zvOGQ4uW2viBHMmkyl3C2,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,37,spotify:artist:5zvOGQ4uW2viBHMmkyl3C2
3654,"{'href': None, 'total': 49691}",['baton rouge rap'],https://api.spotify.com/v1/artists/7x8MuRMbm9XIldHSJOtoNo,7x8MuRMbm9XIldHSJOtoNo,22 Savage,15,spotify:artist:7x8MuRMbm9XIldHSJOtoNo
3655,"{'href': None, 'total': 7437}",['trap'],https://api.spotify.com/v1/artists/3PExH6Ke8I04yK51EXG3FQ,3PExH6Ke8I04yK51EXG3FQ,2milly,26,spotify:artist:3PExH6Ke8I04yK51EXG3FQ
3656,"{'href': None, 'total': 162933}",['nyc rap'],https://api.spotify.com/v1/artists/6LXRvV2OAtXF7685fzh3mj,6LXRvV2OAtXF7685fzh3mj,Rowdy Rebel,54,spotify:artist:6LXRvV2OAtXF7685fzh3mj
3657,"{'href': None, 'total': 55340}",['dancehall'],https://api.spotify.com/v1/artists/06SIuEAp0Cqena9c2bZfgq,06SIuEAp0Cqena9c2bZfgq,QQ,32,spotify:artist:06SIuEAp0Cqena9c2bZfgq
3658,"{'href': None, 'total': 1281952}","['dancehall', 'jamaican dancehall', 'reggae fusion']",https://api.spotify.com/v1/artists/2NUz5P42WqkxilbI8ocN76,2NUz5P42WqkxilbI8ocN76,Vybz Kartel,64,spotify:artist:2NUz5P42WqkxilbI8ocN76
3659,"{'href': None, 'total': 219930}","['basshall', 'dancehall']",https://api.spotify.com/v1/artists/1LKo6ZA3RNvKtLa6zDu32S,1LKo6ZA3RNvKtLa6zDu32S,Kranium,55,spotify:artist:1LKo6ZA3RNvKtLa6zDu32S
3660,"{'href': None, 'total': 333293}","['dancehall', 'jamaican dancehall']",https://api.spotify.com/v1/artists/5sK8BsvyDl4TFA6KaBf8or,5sK8BsvyDl4TFA6KaBf8or,Charly Black,59,spotify:artist:5sK8BsvyDl4TFA6KaBf8or
3661,"{'href': None, 'total': 1027844}","['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",https://api.spotify.com/v1/artists/62DmErcU7dqZbJaDqwsqzR,62DmErcU7dqZbJaDqwsqzR,Popcaan,64,spotify:artist:62DmErcU7dqZbJaDqwsqzR
3662,"{'href': None, 'total': 346454}","['azonto', 'dancehall', 'reggae fusion', 'soca']",https://api.spotify.com/v1/artists/1pmixngtBJleMrGUG5o8DE,1pmixngtBJleMrGUG5o8DE,Mr. Vegas,54,spotify:artist:1pmixngtBJleMrGUG5o8DE
3663,"{'href': None, 'total': 131544}","['chutney', 'dancehall']",https://api.spotify.com/v1/artists/4GpVRyxDYccJrbQkO3KWws,4GpVRyxDYccJrbQkO3KWws,RDX,42,spotify:artist:4GpVRyxDYccJrbQkO3KWws
3664,"{'href': None, 'total': 7174}","['dennery segment', 'soca']",https://api.spotify.com/v1/artists/4suXYeRdmqURfBOpvTwViF,4suXYeRdmqURfBOpvTwViF,Freezy,31,spotify:artist:4suXYeRdmqURfBOpvTwViF
3665,"{'href': None, 'total': 207}",[],https://api.spotify.com/v1/artists/7xZsRgFbn8DcvswayeLbPW,7xZsRgFbn8DcvswayeLbPW,Nigel & Marvin,6,spotify:artist:7xZsRgFbn8DcvswayeLbPW
3666,"{'href': None, 'total': 38931}","['bajan soca', 'barbadian pop', 'chutney', 'dancehall', 'soca']",https://api.spotify.com/v1/artists/4FdhiagLyTmvDqAVUxsQ57,4FdhiagLyTmvDqAVUxsQ57,Alison Hinds,34,spotify:artist:4FdhiagLyTmvDqAVUxsQ57
3667,"{'href': None, 'total': 46819}","['barbadian pop', 'chutney', 'soca']",https://api.spotify.com/v1/artists/60TYV12IFUaDfnUA0S67zb,60TYV12IFUaDfnUA0S67zb,Rupee,48,spotify:artist:60TYV12IFUaDfnUA0S67zb
3668,"{'href': None, 'total': 9146}",['soca'],https://api.spotify.com/v1/artists/5XwdTXM2AN5sMV7Su8dUZA,5XwdTXM2AN5sMV7Su8dUZA,Ultimate Rejects,21,spotify:artist:5XwdTXM2AN5sMV7Su8dUZA
3669,"{'href': None, 'total': 150618}","['dancehall', 'reggae fusion']",https://api.spotify.com/v1/artists/22099GssG7Ood0d5UIh2wo,22099GssG7Ood0d5UIh2wo,Serani,50,spotify:artist:22099GssG7Ood0d5UIh2wo
3670,"{'href': None, 'total': 482532}","['dancehall', 'dancehall queen', 'jamaican dancehall']",https://api.spotify.com/v1/artists/0wEvWMQRqaXcgnrZv6KtyL,0wEvWMQRqaXcgnrZv6KtyL,Spice,58,spotify:artist:0wEvWMQRqaXcgnrZv6KtyL
3671,"{'href': None, 'total': 9963}",['dancehall'],https://api.spotify.com/v1/artists/5WFPVKybSiU6x8HBTACfpr,5WFPVKybSiU6x8HBTACfpr,Ricky Blaze,31,spotify:artist:5WFPVKybSiU6x8HBTACfpr
3672,"{'href': None, 'total': 1442}",['chutney'],https://api.spotify.com/v1/artists/30e4w7lTeWNqIvmAOxAhig,30e4w7lTeWNqIvmAOxAhig,Colin Lucas,18,spotify:artist:30e4w7lTeWNqIvmAOxAhig
3673,"{'href': None, 'total': 201056}","['chutney', 'dancehall', 'soca']",https://api.spotify.com/v1/artists/6wxP7SSzfvi21Cnl8JicdQ,6wxP7SSzfvi21Cnl8JicdQ,Machel Montano,52,spotify:artist:6wxP7SSzfvi21Cnl8JicdQ
3674,"{'href': None, 'total': 799}",['grenada soca'],https://api.spotify.com/v1/artists/5yC1kAgDOIOt8FWoPLc4GL,5yC1kAgDOIOt8FWoPLc4GL,Cloud 5,22,spotify:artist:5yC1kAgDOIOt8FWoPLc4GL
3675,"{'href': None, 'total': 221}",[],https://api.spotify.com/v1/artists/27uaO9kt8Zp7CxtfZCmNY2,27uaO9kt8Zp7CxtfZCmNY2,Oliver,0,spotify:artist:27uaO9kt8Zp7CxtfZCmNY2
3676,"{'href': None, 'total': 6224}",[],https://api.spotify.com/v1/artists/2dTGHCFyCD8uj6tAM9q8ED,2dTGHCFyCD8uj6tAM9q8ED,Christoph Andersson,63,spotify:artist:2dTGHCFyCD8uj6tAM9q8ED
3677,"{'href': None, 'total': 169850}","['filter house', 'indie soul', 'nu disco']",https://api.spotify.com/v1/artists/5vfEaoOBcK0Lzr07WN8KaK,5vfEaoOBcK0Lzr07WN8KaK,Darius,55,spotify:artist:5vfEaoOBcK0Lzr07WN8KaK
3678,"{'href': None, 'total': 33905}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/5VJN4jB6PqqEg4kJiAj6Eu,5VJN4jB6PqqEg4kJiAj6Eu,Renée Elise Goldsberry,60,spotify:artist:5VJN4jB6PqqEg4kJiAj6Eu
3679,"{'href': None, 'total': 433278}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/3UUJfRbrA2nTbcg4i0MOwu,3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,72,spotify:artist:3UUJfRbrA2nTbcg4i0MOwu
3680,"{'href': None, 'total': 69815}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/2OEGI2wrCVmvavKEOMlccy,2OEGI2wrCVmvavKEOMlccy,Phillipa Soo,65,spotify:artist:2OEGI2wrCVmvavKEOMlccy
3681,"{'href': None, 'total': 103259}","['alternative hip hop', 'show tunes']",https://api.spotify.com/v1/artists/3twuAojvYNrlWZpMkxLm3P,3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,71,spotify:artist:3twuAojvYNrlWZpMkxLm3P
3682,"{'href': None, 'total': 38596}",['show tunes'],https://api.spotify.com/v1/artists/4H3e5t5utgPvj6Nsuda5QF,4H3e5t5utgPvj6Nsuda5QF,Jasmine Cephas-Jones,53,spotify:artist:4H3e5t5utgPvj6Nsuda5QF
3683,"{'href': None, 'total': 486733}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/6qGkLCMQkNGOJ079iEcC5k,6qGkLCMQkNGOJ079iEcC5k,Ben Platt,61,spotify:artist:6qGkLCMQkNGOJ079iEcC5k
3684,"{'href': None, 'total': 114958}","['broadway', 'hollywood', 'movie tunes', 'show tunes']",https://api.spotify.com/v1/artists/7KkqUt65v6LMtR369OQ6FB,7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,62,spotify:artist:7KkqUt65v6LMtR369OQ6FB
3685,"{'href': None, 'total': 12457}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/3OPl8pWnz8rdYTiaNQ0eMv,3OPl8pWnz8rdYTiaNQ0eMv,Mike Faist,46,spotify:artist:3OPl8pWnz8rdYTiaNQ0eMv
3686,"{'href': None, 'total': 209193}",['hollywood'],https://api.spotify.com/v1/artists/71wy5iisVKXLZgoPxdFi8A,71wy5iisVKXLZgoPxdFi8A,Les Misérables Cast,47,spotify:artist:71wy5iisVKXLZgoPxdFi8A
3687,"{'href': None, 'total': 10103}","['hollywood', 'show tunes']",https://api.spotify.com/v1/artists/0ZAibQ1lZh5UbUaQybsn62,0ZAibQ1lZh5UbUaQybsn62,Cast Of Rent,34,spotify:artist:0ZAibQ1lZh5UbUaQybsn62
3688,"{'href': None, 'total': 149072}",['show tunes'],https://api.spotify.com/v1/artists/660YptcR0hNHJ8iEr1qcse,660YptcR0hNHJ8iEr1qcse,Anthony Ramos,65,spotify:artist:660YptcR0hNHJ8iEr1qcse
3689,"{'href': None, 'total': 14783}",['broadway'],https://api.spotify.com/v1/artists/0kvp9mzfvoXvGtjSWTgrEb,0kvp9mzfvoXvGtjSWTgrEb,'In The Heights' Original Broadway Company,40,spotify:artist:0kvp9mzfvoXvGtjSWTgrEb
3690,"{'href': None, 'total': 2862}",['broadway'],https://api.spotify.com/v1/artists/01hcqBKMrPmHtg3RBJsxaP,01hcqBKMrPmHtg3RBJsxaP,Karen Olivo,46,spotify:artist:01hcqBKMrPmHtg3RBJsxaP
3691,"{'href': None, 'total': 431742}","['movie tunes', 'post-teen pop']",https://api.spotify.com/v1/artists/60wslYioiBcxSTInM4nIy2,60wslYioiBcxSTInM4nIy2,Jordan Fisher,57,spotify:artist:60wslYioiBcxSTInM4nIy2
3692,"{'href': None, 'total': 124694}","['broadway', 'movie tunes', 'orchestral soundtrack']",https://api.spotify.com/v1/artists/5sy77gt4bfsLcSQ8GIe4ZZ,5sy77gt4bfsLcSQ8GIe4ZZ,Alan Menken,60,spotify:artist:5sy77gt4bfsLcSQ8GIe4ZZ
3693,"{'href': None, 'total': 13361}",[],https://api.spotify.com/v1/artists/6T70tWxqyIpdVbsFvPzqM3,6T70tWxqyIpdVbsFvPzqM3,La La Land Cast,48,spotify:artist:6T70tWxqyIpdVbsFvPzqM3
3694,"{'href': None, 'total': 5022}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/5AmnFjIvQPCZJk3ES5kki4,5AmnFjIvQPCZJk3ES5kki4,Adam Jacobs,37,spotify:artist:5AmnFjIvQPCZJk3ES5kki4
3695,"{'href': None, 'total': 32898}","['broadway', 'show tunes']",https://api.spotify.com/v1/artists/782wocBbKLROLTSPViayHH,782wocBbKLROLTSPViayHH,Rachel Bay Jones,44,spotify:artist:782wocBbKLROLTSPViayHH
3696,"{'href': None, 'total': 23448}","['broadway', 'hollywood', 'show tunes']",https://api.spotify.com/v1/artists/4gOl5m9dY7IGAipqpul7GZ,4gOl5m9dY7IGAipqpul7GZ,Samantha Barks,43,spotify:artist:4gOl5m9dY7IGAipqpul7GZ
